Version	Extracted	utcTime	weekday	temperature	dewpoint	rain	freezinglevel	uvIndex	totalcloud	lowcloud	medcloud	highcloud	humidity	windspeed	meansealevelpressure	windgustspeed	winddirection	windletter	icon	iconName	chanceofrain	chanceofsnow	dayOfWeek	sunrise	sunset	dayOrNight	seeingIndex	pickeringIndex	transIndex	lightLevel	moonLight	fogRisk	observation	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-15 23:00:00+00:00	Friday	14	0	0.0	4363	0	0	0	0	0	48	0	1021	0	72	ENE	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 00:00:00+00:00	Saturday	13	-1	0.0	4340	0	0	0	0	0	47	2	1022	0	53	NE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 01:00:00+00:00	Saturday	13	0	0.0	4344	0	0	0	0	0	49	2	1022	2	60	ENE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 02:00:00+00:00	Saturday	13	0	0.0	4353	0	0	0	0	0	51	2	1022	2	79	ENE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 03:00:00+00:00	Saturday	13	0	0.0	4368	0	0	0	0	0	53	2	1022	2	89	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 04:00:00+00:00	Saturday	12	0	0.0	4377	0	0	0	0	0	53	2	1023	2	106	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	naut	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 05:00:00+00:00	Saturday	12	1	0.0	4347	0	0	0	0	0	56	2	1024	2	98	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	day	5	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 06:00:00+00:00	Saturday	14	2	0.0	4335	0	0	0	0	0	49	2	1024	4	83	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	5	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 07:00:00+00:00	Saturday	16	1	0.0	4362	2	0	0	0	0	41	2	1023	4	89	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	4	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 08:00:00+00:00	Saturday	18	2	0.0	4365	3	0	0	0	0	36	2	1022	4	91	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	4	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 09:00:00+00:00	Saturday	19	2	0.0	4342	3	0	0	0	0	32	2	1021	4	91	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	4	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 10:00:00+00:00	Saturday	20	1	0.0	4344	4	0	0	0	0	29	2	1020	2	89	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	3	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 11:00:00+00:00	Saturday	21	0	0.0	4323	4	0	0	0	0	26	0	1018	2	112	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	3	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 12:00:00+00:00	Saturday	21	0	0.0	4308	4	0	0	0	0	25	2	1017	2	138	SE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	3	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 13:00:00+00:00	Saturday	21	0	0.0	4317	4	0	0	0	0	24	2	1017	2	139	SE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	2	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 14:00:00+00:00	Saturday	21	0	0.0	4313	3	0	0	0	0	25	2	1017	2	142	SE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	2	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 15:00:00+00:00	Saturday	20	2	0.0	4303	2	0	0	0	0	33	4	1017	4	148	SSE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 16:00:00+00:00	Saturday	18	1	0.0	4274	2	0	0	0	0	36	6	1019	4	133	SE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	naut	0	2	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 17:00:00+00:00	Saturday	17	0	0.0	4252	1	0	0	0	0	37	4	1020	4	123	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 18:00:00+00:00	Saturday	16	0	0.0	4227	1	0	0	0	0	38	4	1021	2	123	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 19:00:00+00:00	Saturday	16	0	0.0	4202	0	0	0	0	0	39	4	1021	0	119	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 20:00:00+00:00	Saturday	15	0	0.0	4244	0	0	0	0	0	41	4	1022	0	93	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 21:00:00+00:00	Saturday	15	0	0.0	4251	0	0	0	0	0	43	4	1022	0	65	ENE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 22:00:00+00:00	Saturday	15	0	0.0	4200	0	0	0	0	0	44	4	1023	6	50	NE	SU	Sunny	1	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-16 23:00:00+00:00	Saturday	13	0	0.0	4171	0	0	0	0	0	46	4	1023	8	71	ENE	SU	Sunny	1	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 00:00:00+00:00	Sunday	13	0	0.0	4276	0	0	0	0	0	49	2	1023	4	75	ENE	SU	Sunny	1	0	1	05:39:00+00:00	16:28:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 01:00:00+00:00	Sunday	13	0	0.0	4162	0	1	1	0	0	50	2	1023	6	79	ENE	SU	Sunny	1	0	1	05:39:00+00:00	16:28:00+00:00	N	8	9	7	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 02:00:00+00:00	Sunday	12	0	0.0	3698	0	17	16	0	0	50	2	1023	6	64	ENE	SU	Sunny	1	0	1	05:39:00+00:00	16:28:00+00:00	N	3	8	7	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 03:00:00+00:00	Sunday	12	0	0.1	4349	0	14	11	0	6	50	4	1024	6	41	NE	SU	Sunny	1	0	1	05:39:00+00:00	16:28:00+00:00	N	3	8	7	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 04:00:00+00:00	Sunday	12	0	0.0	4358	0	5	1	0	5	52	2	1024	6	40	NE	SU	Sunny	1	0	1	05:39:00+00:00	16:28:00+00:00	N	8	8	7	naut	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 05:00:00+00:00	Sunday	12	0	0.0	4344	0	4	0	0	4	54	4	1025	4	37	NE	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	N	8	8	7	day	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 06:00:00+00:00	Sunday	13	3	0.0	4316	0	4	1	0	4	55	2	1025	4	23	NNE	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	8	8	7	day	3	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 07:00:00+00:00	Sunday	15	5	0.0	4262	2	0	0	0	0	54	4	1024	4	12	N	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	8	8	7	day	4	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 08:00:00+00:00	Sunday	16	6	0.0	4288	3	0	0	0	0	47	4	1023	4	352	N	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	8	8	7	day	4	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 09:00:00+00:00	Sunday	18	5	0.0	4295	3	3	0	0	2	41	4	1021	4	329	NNW	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	8	8	7	day	4	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 10:00:00+00:00	Sunday	19	5	0.0	4260	4	4	0	0	4	38	4	1020	2	312	NW	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	8	8	7	day	5	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 11:00:00+00:00	Sunday	20	5	0.0	3810	4	37	37	0	4	34	4	1019	2	302	WNW	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	2	8	7	day	5	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 12:00:00+00:00	Sunday	20	4	0.0	3572	4	58	58	0	0	33	2	1017	2	285	WNW	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	1	8	7	day	5	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 13:00:00+00:00	Sunday	20	4	0.0	3607	4	63	63	1	0	32	2	1017	2	262	W	FA	Fair	0	0	1	05:39:00+00:00	16:28:00+00:00	D	1	8	7	day	6	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 14:00:00+00:00	Sunday	19	4	0.0	3624	3	56	56	0	5	32	2	1017	4	235	SW	FA	Fair	0	0	1	05:39:00+00:00	16:28:00+00:00	D	1	8	7	day	6	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 15:00:00+00:00	Sunday	19	5	0.0	3646	2	74	35	0	70	40	2	1017	6	185	S	PC	Partly Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	D	1	8	7	day	6	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 16:00:00+00:00	Sunday	17	4	0.0	3670	2	26	20	2	12	40	2	1018	8	161	SSE	CL	Cloudy	1	0	1	05:39:00+00:00	16:28:00+00:00	N	2	8	7	naut	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 17:00:00+00:00	Sunday	16	4	0.0	3677	1	76	30	15	65	41	2	1019	8	125	SE	CL	Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	N	1	8	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 18:00:00+00:00	Sunday	16	4	0.0	3645	1	99	46	30	96	42	2	1020	6	56	NE	CL	Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	N	0	8	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 19:00:00+00:00	Sunday	16	5	0.0	3629	0	54	53	32	10	45	2	1021	4	22	NNE	PC	Partly Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	N	1	8	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 20:00:00+00:00	Sunday	15	5	0.0	3629	0	57	48	48	16	49	2	1021	4	342	NNW	PC	Partly Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	N	1	8	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 21:00:00+00:00	Sunday	15	5	0.0	3613	0	98	41	60	68	50	2	1021	4	318	NW	PC	Partly Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	N	0	8	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 22:00:00+00:00	Sunday	15	5	0.0	3600	0	88	50	61	85	52	2	1021	4	318	NW	PC	Partly Cloudy	1	0	1	05:39:00+00:00	16:28:00+00:00	N	0	8	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-17 23:00:00+00:00	Sunday	15	5	0.0	3606	0	79	47	78	2	53	2	1021	2	338	NNW	PC	Partly Cloudy	1	0	1	05:39:00+00:00	16:28:00+00:00	N	1	8	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 00:00:00+00:00	Monday	15	6	0.0	3606	0	90	56	77	9	55	2	1021	4	343	NNW	PC	Partly Cloudy	1	0	2	05:39:00+00:00	16:28:00+00:00	N	0	8	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 01:00:00+00:00	Monday	15	6	0.0	3580	0	93	64	79	3	61	2	1021	6	357	N	PC	Partly Cloudy	1	0	2	05:39:00+00:00	16:28:00+00:00	N	0	8	7	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 02:00:00+00:00	Monday	15	6	0.0	3550	0	83	59	73	11	62	0	1021	4	28	NNE	PC	Partly Cloudy	1	0	2	05:39:00+00:00	16:28:00+00:00	N	0	8	7	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 03:00:00+00:00	Monday	14	6	0.0	3525	0	85	59	83	44	59	0	1021	6	39	NE	CL	Cloudy	1	0	2	05:39:00+00:00	16:28:00+00:00	N	0	8	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 04:00:00+00:00	Monday	14	6	0.0	3508	0	78	55	78	25	59	0	1021	6	44	NE	CL	Cloudy	1	0	2	05:39:00+00:00	16:28:00+00:00	N	1	8	6	naut	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 05:00:00+00:00	Monday	14	6	0.0	3490	0	96	71	96	54	60	0	1022	2	338	NNW	CL	Cloudy	2	0	2	05:39:00+00:00	16:28:00+00:00	N	0	8	6	day	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 06:00:00+00:00	Monday	14	6	0.0	3486	0	99	88	99	11	57	2	1022	2	316	NW	FA	Fair	4	0	2	05:39:00+00:00	16:28:00+00:00	D	0	8	6	day	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 07:00:00+00:00	Monday	15	6	0.1	3490	1	100	75	99	7	51	2	1021	2	336	NNW	FA	Fair	10	0	2	05:39:00+00:00	16:28:00+00:00	D	0	8	6	day	12	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 08:00:00+00:00	Monday	15	6	0.0	3496	2	99	72	98	27	47	2	1021	2	330	NNW	HZ		6	0	2	05:39:00+00:00	16:28:00+00:00	D	0	8	6	day	12	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 09:00:00+00:00	Monday	16	6	0.0	3501	3	97	69	97	86	42	2	1020	2	308	NW	HZ		6	0	2	05:39:00+00:00	16:28:00+00:00	D	0	8	6	day	12	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 10:00:00+00:00	Monday	17	5	0.0	3500	3	62	27	62	16	39	2	1019	2	290	WNW	FA	Fair	0	0	2	05:39:00+00:00	16:28:00+00:00	D	1	8	6	day	13	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 11:00:00+00:00	Monday	18	4	0.0	3478	4	30	19	24	9	35	2	1017	0	273	W	PC	Partly Cloudy	1	0	2	05:39:00+00:00	16:28:00+00:00	D	2	8	6	day	13	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 12:00:00+00:00	Monday	19	3	0.0	3517	3	12	6	7	5	32	2	1016	0	276	W	CL	Cloudy	6	0	2	05:39:00+00:00	16:28:00+00:00	D	3	8	7	day	13	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 15:00:00+00:00	Monday	18	5	0.0	3600	0	48	39	48	0	41	4	1018	6	40	NE	FA	Fair	35	0	2	05:39:00+00:00	16:28:00+00:00	D	2	7	7	day	14	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 18:00:00+00:00	Monday	16	6	0.2	3550	0	99	99	99	0	56	4	1020	4	49	NE	FA	Fair	36	0	2	05:39:00+00:00	16:28:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-18 21:00:00+00:00	Monday	16	6	0.0	3482	0	62	8	60	32	69	4	1021	6	342	NNW	FA	Fair	14	0	2	05:39:00+00:00	16:28:00+00:00	N	1	4	6	night	0	4	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-19 00:00:00+00:00	Tuesday	14	6	0.0	3525	0	98	5	98	92	75	0	1020	2	318	NW	FA	Fair	3	0	3	05:40:00+00:00	16:27:00+00:00	N	0	5	6	night	0	5	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-19 03:00:00+00:00	Tuesday	14	6	0.0	3541	0	91	76	80	9	77	2	1020	2	39	NE	SU	Sunny	4	0	3	05:40:00+00:00	16:27:00+00:00	N	0	8	6	night	0	5	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-19 06:00:00+00:00	Tuesday	15	6	0.0	3441	0	6	4	5	4	67	2	1021	2	47	NE	FA	Fair	6	0	3	05:40:00+00:00	16:27:00+00:00	D	8	9	6	day	0	4	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-19 09:00:00+00:00	Tuesday	19	5	0.0	3411	3	99	23	5	99	42	4	1019	4	305	NW	HZ		1	0	3	05:40:00+00:00	16:27:00+00:00	D	0	8	6	day	20	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-19 12:00:00+00:00	Tuesday	18	5	0.1	3476	3	100	97	98	97	41	2	1016	6	320	NW	PC	Partly Cloudy	4	0	3	05:40:00+00:00	16:27:00+00:00	D	0	8	6	day	21	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-19 15:00:00+00:00	Tuesday	16	7	0.3	3486	0	96	86	84	10	58	4	1017	8	15	NNE	SH	Showers	0	0	3	05:40:00+00:00	16:27:00+00:00	D	0	5	6	day	22	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-19 18:00:00+00:00	Tuesday	15	6	0.0	3513	0	72	23	72	0	64	4	1020	2	63	ENE	SU	Sunny	4	0	3	05:40:00+00:00	16:27:00+00:00	N	1	4	6	night	23	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-19 21:00:00+00:00	Tuesday	15	6	0.0	3474	0	18	5	15	0	74	2	1021	2	22	NNE	SU	Sunny	0	0	3	05:40:00+00:00	16:27:00+00:00	N	3	6	6	night	0	4	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-20 00:00:00+00:00	Wednesday	13	6	0.0	3480	0	24	17	12	0	76	2	1021	2	45	NE	SU	Sunny	0	0	4	05:41:00+00:00	16:27:00+00:00	N	3	7	6	night	0	5	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-20 03:00:00+00:00	Wednesday	12	5	0.0	3581	0	4	4	0	0	75	4	1021	0	35	NE	SU	Sunny	0	0	4	05:41:00+00:00	16:27:00+00:00	N	8	7	6	night	0	5	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-20 06:00:00+00:00	Wednesday	14	6	0.0	3683	0	71	0	0	71	68	4	1022	2	47	NE	SU	Sunny	0	0	4	05:41:00+00:00	16:27:00+00:00	D	1	7	7	day	0	4	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-20 09:00:00+00:00	Wednesday	18	5	0.0	3694	3	5	0	0	4	42	4	1019	2	8	N	SU	Sunny	0	0	4	05:41:00+00:00	16:27:00+00:00	D	8	7	7	day	28	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-20 12:00:00+00:00	Wednesday	20	3	0.0	3614	4	93	3	4	93	30	2	1016	2	328	NNW	FA	Fair	0	0	4	05:41:00+00:00	16:27:00+00:00	D	0	7	7	day	29	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-20 15:00:00+00:00	Wednesday	19	3	0.0	3656	2	26	8	17	14	37	2	1017	4	173	S	PC	Partly Cloudy	4	0	4	05:41:00+00:00	16:27:00+00:00	D	2	7	7	day	30	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-20 18:00:00+00:00	Wednesday	17	2	0.0	3643	1	95	17	94	50	40	4	1019	4	98	E	PC	Partly Cloudy	4	0	4	05:41:00+00:00	16:27:00+00:00	N	0	7	6	night	31	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-20 21:00:00+00:00	Wednesday	15	3	0.0	3757	0	5	0	0	4	49	4	1021	0	29	NNE	PC	Partly Cloudy	0	0	4	05:41:00+00:00	16:27:00+00:00	N	8	7	6	night	0	3	True	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-21 00:00:00+00:00	Thursday	14	3	0.0	3741	0	78	0	3	78	56	4	1022	4	25	NNE	SU	Sunny	0	0	5	05:41:00+00:00	16:26:00+00:00	N	1	8	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-21 03:00:00+00:00	Thursday	12	3	0.0	3721	0	89	0	0	89	61	2	1023	2	69	ENE	SU	Sunny	0	0	5	05:41:00+00:00	16:26:00+00:00	N	0	8	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-21 06:00:00+00:00	Thursday	13	4	0.0	3590	0	6	0	0	6	55	2	1024	4	4	N	PC	Partly Cloudy	0	0	5	05:41:00+00:00	16:26:00+00:00	D	8	7	6	day	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-21 09:00:00+00:00	Thursday	17	4	0.0	3654	2	92	0	0	92	39	4	1023	4	287	WNW	PC	Partly Cloudy	4	0	5	05:41:00+00:00	16:26:00+00:00	D	0	7	6	day	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-21 12:00:00+00:00	Thursday	20	4	0.0	3686	3	23	19	0	15	34	2	1020	4	241	WSW	FA	Fair	4	0	5	05:41:00+00:00	16:26:00+00:00	D	3	7	6	day	36	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-21 15:00:00+00:00	Thursday	19	5	0.0	3719	2	99	85	93	86	43	2	1020	4	157	SSE	FA	Fair	4	0	5	05:41:00+00:00	16:26:00+00:00	D	0	7	6	day	37	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-21 18:00:00+00:00	Thursday	16	4	0.0	3727	1	99	37	82	99	47	4	1023	4	125	SE	FA	Fair	4	0	5	05:41:00+00:00	16:26:00+00:00	N	0	7	6	night	38	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-21 21:00:00+00:00	Thursday	16	5	0.1	3692	0	98	4	20	98	58	4	1025	11	131	SE	HZ		4	0	5	05:41:00+00:00	16:26:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-22 00:00:00+00:00	Friday	13	5	0.0	3590	0	89	3	0	89	66	2	1026	8	72	ENE	HZ		4	0	6	05:42:00+00:00	16:26:00+00:00	N	0	7	6	night	0	4	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-22 03:00:00+00:00	Friday	12	5	0.0	3647	0	99	0	0	99	66	2	1027	4	32	NNE	HZ		4	0	6	05:42:00+00:00	16:26:00+00:00	N	0	7	6	night	0	4	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-22 06:00:00+00:00	Friday	13	7	0.0	3982	0	99	0	0	99	72	4	1028	4	20	NNE	HZ		4	0	6	05:42:00+00:00	16:26:00+00:00	D	0	7	6	day	0	4	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-22 09:00:00+00:00	Friday	18	7	0.0	3931	3	99	0	0	99	49	4	1026	8	40	NE	HZ		4	0	6	05:42:00+00:00	16:26:00+00:00	D	0	7	6	day	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-22 12:00:00+00:00	Friday	19	6	0.0	3887	4	99	0	0	99	40	4	1023	11	74	ENE	HZ		4	0	6	05:42:00+00:00	16:26:00+00:00	D	0	7	6	day	43	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-22 15:00:00+00:00	Friday	18	5	0.0	3742	2	58	0	0	58	41	4	1023	11	75	ENE	HZ		0	0	6	05:42:00+00:00	16:26:00+00:00	D	1	6	7	day	44	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-22 18:00:00+00:00	Friday	14	3	0.0	3594	1	100	0	0	100	47	4	1026	6	68	ENE	HZ		4	0	6	05:42:00+00:00	16:26:00+00:00	N	0	6	7	night	45	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-22 21:00:00+00:00	Friday	13	3	0.0	4271	0	100	0	0	100	53	4	1028	11	3	N	HZ		10	0	6	05:42:00+00:00	16:26:00+00:00	N	0	6	7	night	46	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-23 00:00:00+00:00	Saturday	12	3	0.0	4179	0	99	0	16	99	59	2	1028	6	49	NE	FA	Fair	10	0	7	05:42:00+00:00	16:26:00+00:00	N	0	6	7	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-23 03:00:00+00:00	Saturday	11	3	0.0	4192	0	100	0	0	100	64	2	1029	6	30	NNE	HZ		0	0	7	05:42:00+00:00	16:26:00+00:00	N	0	6	7	night	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-23 06:00:00+00:00	Saturday	12	4	0.0	4383	0	99	0	1	99	61	2	1030	8	45	NE	HZ		0	0	7	05:42:00+00:00	16:26:00+00:00	D	0	7	7	day	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-23 09:00:00+00:00	Saturday	17	4	0.0	4287	1	97	0	47	97	49	0	1028	8	87	E	PC	Partly Cloudy	0	0	7	05:42:00+00:00	16:26:00+00:00	D	0	7	7	day	0	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-23 12:00:00+00:00	Saturday	19	2	0.0	4087	2	17	0	15	12	34	2	1024	6	54	NE	HZ		14	0	7	05:42:00+00:00	16:26:00+00:00	D	3	8	7	day	50	3	False	
